1731094341.356618,236.0,230.5772242337341,5.422775766265886
1731094351.361347,202.0,192.07107986518966,9.92892013481034
1731094361.367718,65.0,99.73762487848882,34.737624878488816
1731094371.374154,243.0,274.87138877845035,31.871388778450353
1731094425.833392,302.0,150.64745096956335,151.35254903043665
1731094435.83663,64.0,119.48384406500097,55.483844065000966
1731094445.842348,148.0,132.175618882606,15.824381117394012
1731094455.847342,202.0,192.07107986518966,9.92892013481034
1731094465.856387,134.0,73.0321718146424,60.967828185357604
1731094475.864494,270.0,236.71124237224717,33.28875762775283
1731094485.870106,141.0,154.60020867217975,13.600208672179747
1731094495.882384,68.0,120.33395775259487,52.33395775259487
1731094505.885891,302.0,150.64745096956335,151.35254903043665
1731094515.891939,173.0,200.44085356158348,27.44085356158348
1731094525.902643,65.0,99.73762487848882,34.737624878488816
1731094535.912279,244.0,178.70266868702,65.29733131297999
1731094545.919918,134.0,153.0424004672249,19.042400467224894
1731094555.926261,71.0,110.77572615064626,39.775726150646264
1731094565.931142,83.0,139.16518517681556,56.165185176815555
1731094575.936156,311.0,174.82795264879474,136.17204735120526
1731094585.945719,88.0,144.85620155198015,56.85620155198015
1731094595.951152,274.0,245.47097829800748,28.52902170199252
1731094605.95898,126.0,178.36563218463417,52.365632184634165
1731094615.971114,114.0,88.07153288021792,25.928467119782084
1731094625.976335,63.0,104.83878054686835,41.83878054686835
1731094635.983826,113.0,157.03329164468582,44.03329164468582
1731094645.987272,113.0,121.58137266933187,8.58137266933187
1731094655.990614,200.0,179.15539665935967,20.844603340640333
1731094665.993392,219.0,140.022576097366,78.977423902634
1731094675.997236,178.0,128.0483408239053,49.951659176094694
1731094686.007448,283.0,189.1919907507226,93.8080092492774
1731094696.012267,53.0,82.17314606462564,29.17314606462564
1731094706.020939,163.0,213.92295234626727,50.922952346267266
1731094716.02482,49.0,85.80059763704412,36.80059763704412
1731094726.031944,91.0,180.67218665367162,89.67218665367162
1731094736.045596,124.0,176.64745114783543,52.647451147835426
1731094746.051469,200.0,144.42650416308084,55.573495836919165
1731094756.057931,75.0,73.14153913173811,1.8584608682618864
1731094766.063736,170.0,104.08374518466498,65.91625481533502
1731094776.073134,152.0,220.20374610563522,68.20374610563522
1731094786.078832,143.0,66.57393755401368,76.42606244598632
1731094796.091456,202.0,192.07107986518966,9.92892013481034
1731094806.110812,79.0,116.18374385594583,37.183743855945835
1731094816.12052,151.0,164.48803383176863,13.488033831768632
1731094826.130754,155.0,157.9351671894437,2.935167189443689
1731094836.140532,58.0,165.0947140173923,107.0947140173923
1731094846.147313,182.0,139.11094848513832,42.88905151486168
1731094856.153031,47.0,100.85985576049747,53.85985576049747
